event,eventLabel,year,countryLabel
http://www.wikidata.org/entity/Q137537065,Q137537065,1499,France
http://www.wikidata.org/entity/Q137537083,Q137537083,1496,France
http://www.wikidata.org/entity/Q123885,Royal Society,1660,United Kingdom
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,New Zealand
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Turkey
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Slovakia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Hungary
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Spain
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,United States
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Brazil
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,United Kingdom
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Slovenia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Croatia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Switzerland
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Romania
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Australia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Japan
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Israel
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,South Africa
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,France
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Italy
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Egypt
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Germany
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Cuba
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Mexico
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Ireland
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Canada
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Paraguay
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Austria
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Poland
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Bosnia and Herzegovina
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Bolivia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Argentina
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,India
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Portugal
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Ecuador
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Venezuela
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Ethiopia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Costa Rica
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Colombia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Jordan
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Chile
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Dominican Republic
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,El Salvador
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Greece
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Guatemala
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Haiti
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Honduras
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Kenya
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Panama
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Papua New Guinea
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1688,Peru
http://www.wikidata.org/entity/Q1081101,Les Hydropathes,1878,France
http://www.wikidata.org/entity/Q1115593,Commission du vieux Paris,1897,France
http://www.wikidata.org/entity/Q1074958,Irish Volunteers,1913,Ireland
http://www.wikidata.org/entity/Q1131145,Dupont,1917,United States
http://www.wikidata.org/entity/Q1170059,Q1170059,1842,Austria
http://www.wikidata.org/entity/Q1103174,Vosges Club,1872,France
http://www.wikidata.org/entity/Q1076729,Vietnam National University,1906,Vietnam
http://www.wikidata.org/entity/Q1113225,Institution of Structural Engineers,1908,United Kingdom
http://www.wikidata.org/entity/Q1067833,Chartered Insurance Institute,1912,United Kingdom
http://www.wikidata.org/entity/Q1184083,Q1184083,1879,German Reich
http://www.wikidata.org/entity/Q1202546,Q1202546,1919,Germany
http://www.wikidata.org/entity/Q1203916,Q1203916,1854,Serbia
http://www.wikidata.org/entity/Q1103888,National Arts Club,1898,United States
http://www.wikidata.org/entity/Q1068258,University College Dublin,1854,Ireland
http://www.wikidata.org/entity/Q1191641,Association of Finnish Culture and Identity,1906,Finland
http://www.wikidata.org/entity/Q1113723,Comboni Missionaries of the Heart of Jesus,1867,Italy
http://www.wikidata.org/entity/Q1149510,Mauthe,1844,Germany
http://www.wikidata.org/entity/Q1061081,Pol Roger,1849,France
http://www.wikidata.org/entity/Q1054111,"Arbeitskreis Werbe-, Mode-, Industriefotografie",1904,Germany
http://www.wikidata.org/entity/Q1054114,Centralverband Deutscher Industrieller,1876,Germany
http://www.wikidata.org/entity/Q1054167,Centre Vinicole—Champagne Nicolas Feuillatte,1900,France
http://www.wikidata.org/entity/Q1125309,Confindustria,1910,Italy
http://www.wikidata.org/entity/Q1094957,Clan Line,1877,United Kingdom
http://www.wikidata.org/entity/Q1162176,Hungarian National Defence Association,1918,Hungary
http://www.wikidata.org/entity/Q1204135,Deutsche Seewarte,1875,German Reich
http://www.wikidata.org/entity/Q1101055,Q1101055,1863,Switzerland
http://www.wikidata.org/entity/Q1092919,Círculo de Bellas Artes,1880,Spain
http://www.wikidata.org/entity/Q1106869,Federazione Italiana Nuoto,1899,Italy
http://www.wikidata.org/entity/Q1066156,Le Coq sportif,1882,France
http://www.wikidata.org/entity/Q1139213,Metropolitan Police,1829,United Kingdom
http://www.wikidata.org/entity/Q1084446,Christoph & Unmack,1882,Germany
http://www.wikidata.org/entity/Q1111537,Associazione Bancaria Italiana,1919,Italy
http://www.wikidata.org/entity/Q1125610,French Confederation of Christian Workers,1919,France
http://www.wikidata.org/entity/Q1121065,Compagnie Générale Transatlantique,1861,France
http://www.wikidata.org/entity/Q1069030,International Cooperative Alliance,1895,Belgium
http://www.wikidata.org/entity/Q1193179,Royal Scottish Geographical Society,1884,United Kingdom
http://www.wikidata.org/entity/Q1084446,Christoph & Unmack,1882,German Reich
http://www.wikidata.org/entity/Q1125638,Q1125638,1895,France
http://www.wikidata.org/entity/Q1063152,Chargeurs,1872,France
http://www.wikidata.org/entity/Q1202039,"Royal Holloway, University of London",1879,United Kingdom
http://www.wikidata.org/entity/Q1202050,Deutsche Amphibolin-Werke SE,1895,Germany
http://www.wikidata.org/entity/Q1110685,Colonia,1838,Germany
http://www.wikidata.org/entity/Q1179914,De Groene Amsterdammer,1877,Netherlands
http://www.wikidata.org/entity/Q1179914,De Groene Amsterdammer,1877,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q1071346,International Commission on Zoological Nomenclature,1895,Singapore
http://www.wikidata.org/entity/Q1131014,Capannelle Racecourse,1881,Italy
http://www.wikidata.org/entity/Q1055811,Port Authority Trans-Hudson,1908,United States
http://www.wikidata.org/entity/Q1061270,Congregation of the Holy Family of Nazareth,1900,Italy
http://www.wikidata.org/entity/Q1110685,Colonia,1838,German Reich
http://www.wikidata.org/entity/Q579473,Numericable,1990,France
http://www.wikidata.org/entity/Q593662,United Nations Transitional Authority in Cambodia,1992,Cambodia
http://www.wikidata.org/entity/Q615679,Khan Research Laboratories,1976,Pakistan
http://www.wikidata.org/entity/Q612366,European Society for Engineering Education,1984,Belgium
http://www.wikidata.org/entity/Q586738,Communauté de communes du Haut Vallespir,2004,France
http://www.wikidata.org/entity/Q586948,Movimento das Forças Armadas,1973,Portugal
http://www.wikidata.org/entity/Q587196,Camp Quest,1996,United States
http://www.wikidata.org/entity/Q612677,Helduen Alfabetatze eta Berreuskalduntzerako Erakundea,1983,Spain
http://www.wikidata.org/entity/Q612617,Powernext,2001,France
http://www.wikidata.org/entity/Q594178,Union des Industries Ferroviaires Européennes,1991,Belgium
http://www.wikidata.org/entity/Q608518,Unibail Rodamco Westfield,2007,France
http://www.wikidata.org/entity/Q608776,Cadence Design Systems,1988,United States
http://www.wikidata.org/entity/Q601956,Aalborg University,1974,Denmark
http://www.wikidata.org/entity/Q594306,Furman Center for Real Estate and Urban Policy,1995,United States
http://www.wikidata.org/entity/Q607693,Tmu-na Theater,1987,Israel
http://www.wikidata.org/entity/Q568183,OVHcloud,1999,France
http://www.wikidata.org/entity/Q609159,Bolsas y Mercados Españoles,2002,Spain
http://www.wikidata.org/entity/Q616167,Institute of Peace and Conflict Studies,1996,India
http://www.wikidata.org/entity/Q613594,World Alliance of Reformed Churches,1970,Switzerland
http://www.wikidata.org/entity/Q565423,T-Systems International GmbH,2000,Germany
http://www.wikidata.org/entity/Q546751,CARNet,1991,Croatia
http://www.wikidata.org/entity/Q581438,Bouygues Telecom,1994,France
http://www.wikidata.org/entity/Q569048,Louis Bonduelle Foundation,2004,France
http://www.wikidata.org/entity/Q568899,Look,1998,France
http://www.wikidata.org/entity/Q555268,East Wind Community,1973,United States
http://www.wikidata.org/entity/Q540754,"Anglican Church in Aotearoa, New Zealand and Polynesia",1992,New Zealand
http://www.wikidata.org/entity/Q606670,Hogeschool-Universiteit Brussel,2007,Belgium
http://www.wikidata.org/entity/Q547951,Vereinte Dienstleistungsgewerkschaft,2001,Germany
http://www.wikidata.org/entity/Q614637,SAREB,2012,Spain
http://www.wikidata.org/entity/Q590952,Credit Agricole Group,2000,France
http://www.wikidata.org/entity/Q541051,Nick at Nite,1985,United States
http://www.wikidata.org/entity/Q570211,Anstalt für Kabelkommunikation,1982,Germany
http://www.wikidata.org/entity/Q614203,Anhui Normal University,1972,People's Republic of China
http://www.wikidata.org/entity/Q566752,De Dietrich,1988,France
http://www.wikidata.org/entity/Q599285,Communauté de communes du Pays des Herbiers,1995,France
http://www.wikidata.org/entity/Q544706,Bruegel,2005,Belgium
http://www.wikidata.org/entity/Q571142,Antarctic and Southern Ocean Coalition,1978,United States
http://www.wikidata.org/entity/Q571156,Natixis,2006,France
http://www.wikidata.org/entity/Q549181,MOL Group,1991,Hungary
http://www.wikidata.org/entity/Q573356,Mavic,2020,France
http://www.wikidata.org/entity/Q571665,KNDS France,1973,France
http://www.wikidata.org/entity/Q571665,KNDS France,1990,France
http://www.wikidata.org/entity/Q571665,KNDS France,2006,France
http://www.wikidata.org/entity/Q556308,Ankama,2001,France
http://www.wikidata.org/entity/Q604063,World Register of Marine Species,2008,Belgium
http://www.wikidata.org/entity/Q585304,Swedish Chess Computer Association,1984,Sweden
http://www.wikidata.org/entity/Q592938,Blue Shield International,1996,United Kingdom
http://www.wikidata.org/entity/Q600040,Foreign Office Architects,1992,United Kingdom
http://www.wikidata.org/entity/Q575063,Q575063,2008,Switzerland
http://www.wikidata.org/entity/Q114794,Radiotelevisione svizzera di lingua italiana,1931,Switzerland
http://www.wikidata.org/entity/Q114794,Radiotelevisione svizzera di lingua italiana,1945,Switzerland
http://www.wikidata.org/entity/Q74662,Luxembourg Stock Exchange,1928,Luxembourg
http://www.wikidata.org/entity/Q84026,French Institute of Petroleum,1944,France
http://www.wikidata.org/entity/Q111546,Ipsen,1929,France
http://www.wikidata.org/entity/Q115854,Lucerne Festival,1938,Switzerland
http://www.wikidata.org/entity/Q125003,Instituto Nacional de Industria,1941,Spain
http://www.wikidata.org/entity/Q111054,Taizé Community,1949,France
http://www.wikidata.org/entity/Q74877,JCDecaux,1964,France
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,New Zealand
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Turkey
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Slovakia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Hungary
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Spain
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,United States
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Brazil
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,United Kingdom
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Slovenia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Croatia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Switzerland
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Romania
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Australia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Japan
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,South Africa
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,France
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Italy
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Egypt
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Germany
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Cuba
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Mexico
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Ireland
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Canada
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Paraguay
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Austria
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Poland
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Bosnia and Herzegovina
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Argentina
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,India
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Portugal
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Ecuador
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Venezuela
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Ethiopia
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Chile
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Greece
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Kenya
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Papua New Guinea
http://www.wikidata.org/entity/Q138579,Institute of the Brothers of the Christian Schools,1920,Peru
http://www.wikidata.org/entity/Q119009,Instituto Antártico Chileno,1963,Chile
http://www.wikidata.org/entity/Q127992,Association for Computing Machinery,1947,United States
http://www.wikidata.org/entity/Q81510,Continental Barum,1924,Czech Republic
